claim_id,claim_date,sale_id,repair_status
5175,2020-10-31,976263,Repaired
5176,2022-10-04,34334,Replacement
5177,2018-12-24,344783,Paid Repaired
5178,2021-09-22,418276,Repaired
5179,2024-08-18,175969,Paid Repaired
5180,2020-10-25,5742,Warranty Void
5181,2024-12-31,371024,Paid Repaired
5182,2023-02-10,19043,In Progress
5183,2021-12-06,992925,Paid Repaired
5184,2022-03-28,115317,Paid Repaired
5185,2024-03-19,505707,In Progress
5186,2020-05-28,465813,Repaired
5187,2022-02-24,527040,Replacement
5188,2024-11-18,840748,Paid Repaired
5189,2019-07-31,678160,Warranty Void
5190,2022-01-09,950352,Paid Repaired
5191,2021-03-25,267339,Warranty Void
5192,2020-06-27,229807,Paid Repaired
5193,2024-07-06,421911,Paid Repaired
5194,2021-08-10,497983,Replacement
5195,2022-07-19,491454,Warranty Void
5196,2018-11-14,12346,Repaired
5197,2024-12-31,759073,Paid Repaired
5198,2020-06-06,646615,Warranty Void
5199,2018-09-20,744040,Paid Repaired
5200,2023-08-28,59795,Paid Repaired
5201,2019-03-28,376932,Paid Repaired
5202,2024-12-31,607130,Paid Repaired
5203,2019-01-11,924375,Paid Repaired
5204,2020-09-22,833071,Paid Repaired
5205,2021-12-21,217202,Repaired
5206,2019-07-13,137274,Warranty Void
5207,2020-04-10,51035,Warranty Void
5208,2024-12-19,95147,Paid Repaired
5209,2024-10-26,23479,Warranty Void
5210,2022-11-05,197886,Repaired
5211,2024-03-30,214881,Replacement
5212,2024-07-31,285152,Paid Repaired
5213,2020-07-15,988847,Repaired
5214,2021-03-03,963455,Paid Repaired
5215,2024-12-01,391662,Paid Repaired
5216,2021-04-05,439919,Paid Repaired
5217,2024-12-31,499597,Paid Repaired
5218,2019-05-17,445613,Warranty Void
5219,2024-11-23,681977,Paid Repaired
5220,2022-06-13,755491,Replacement
5221,2020-08-20,101482,Paid Repaired
5222,2023-01-22,244977,Paid Repaired
5223,2024-11-01,271699,Replacement
5224,2019-05-06,205532,Repaired
5225,2022-12-18,175339,Paid Repaired
5226,2023-11-28,273418,Replacement
5227,2019-07-09,74702,Warranty Void
5228,2020-07-29,875008,Paid Repaired
5229,2023-08-14,257244,Paid Repaired
5230,2018-05-08,544217,Repaired
5231,2020-03-19,390179,Paid Repaired
5232,2019-04-14,874989,Repaired
5233,2022-12-16,536535,Repaired
5234,2020-01-30,575903,Paid Repaired
5235,2021-11-18,62625,Warranty Void
5236,2023-10-28,413220,Paid Repaired
5237,2020-08-25,728432,Paid Repaired
5238,2023-08-23,315861,Paid Repaired
5239,2022-11-23,943820,Paid Repaired
5240,2024-12-27,285283,Paid Repaired
5241,2022-10-23,854499,In Progress
5242,2019-08-29,623058,Repaired
5243,2021-12-06,919422,Replacement
5244,2018-05-27,160401,Paid Repaired
5245,2018-08-09,795205,Warranty Void
5246,2023-11-14,66354,Repaired
5247,2022-11-24,816630,Replacement
5248,2020-06-10,499231,Paid Repaired
5249,2022-05-13,252534,Paid Repaired
5250,2024-01-29,293658,In Progress
5251,2024-12-31,638150,In Progress
5252,2024-12-31,853794,Replacement
5253,2020-10-29,421524,Repaired
5254,2024-12-31,438527,Paid Repaired
5255,2020-07-26,836760,Repaired
5256,2023-05-04,587401,Repaired
5257,2023-04-30,619622,Paid Repaired
5258,2018-09-27,116434,Warranty Void
5259,2021-12-08,618814,Paid Repaired
5260,2023-05-11,311608,Repaired
5261,2023-04-20,839961,Paid Repaired
5262,2021-12-28,661203,Paid Repaired
5263,2024-12-08,866620,Repaired
5264,2019-09-25,583638,Paid Repaired
5265,2021-02-06,277094,Replacement
5266,2024-07-21,609507,Paid Repaired
5267,2020-06-22,628986,Warranty Void
5268,2020-08-25,973394,Replacement
5269,2023-04-23,227144,Paid Repaired
5270,2022-09-03,883941,Paid Repaired
5271,2022-11-20,865258,Paid Repaired
5272,2022-05-08,644844,Warranty Void
5273,2021-12-30,22140,Replacement
5274,2024-11-17,478952,Repaired
5275,2024-12-31,309926,Warranty Void
5276,2023-11-09,482086,Repaired
5277,2024-05-06,593910,Paid Repaired
5278,2020-03-31,815524,Paid Repaired
5279,2023-02-19,829361,Paid Repaired
5280,2021-01-22,653558,Paid Repaired
5281,2024-07-15,849847,Repaired
5282,2024-09-21,884634,Paid Repaired
5283,2023-06-09,348005,Repaired
5284,2022-01-27,168044,Replacement
5285,2019-03-18,563766,Repaired
5286,2018-06-28,720819,Repaired
5287,2023-10-26,95272,Warranty Void
5288,2020-12-28,875500,Warranty Void
5289,2022-10-08,759127,Paid Repaired
5290,2019-09-13,262144,Warranty Void
5291,2023-07-17,718960,In Progress
5292,2019-07-09,344473,Replacement
5293,2019-01-29,558764,Repaired
5294,2021-09-20,855412,Paid Repaired
5295,2018-02-05,853550,Repaired
5296,2024-06-10,148185,Repaired
5297,2023-07-14,88038,Repaired
5298,2021-11-07,800878,Warranty Void
5299,2021-03-19,605037,Paid Repaired
5300,2019-11-17,374162,Repaired
5301,2020-11-21,479888,Repaired
5302,2021-10-21,46501,Repaired
5303,2020-11-16,351760,Repaired
5304,2023-04-11,524173,Paid Repaired
5305,2023-12-04,441752,Paid Repaired
5306,2024-05-18,367819,Repaired
5307,2022-05-13,926019,Replacement
5308,2021-06-01,137730,Paid Repaired
5309,2019-08-16,822435,Repaired
5310,2020-02-19,605538,Paid Repaired
5311,2023-10-16,39106,Warranty Void
5312,2021-07-28,501715,Warranty Void
5313,2020-06-16,836872,Repaired
5314,2022-06-18,275769,Warranty Void
5315,2018-11-02,307587,Repaired
5316,2022-03-17,245321,Repaired
5317,2024-12-31,801202,Replacement
5318,2024-06-14,785534,Repaired
5319,2021-10-02,499052,Paid Repaired
5320,2023-11-30,604595,Repaired
5321,2020-01-28,282901,Warranty Void
5322,2023-01-21,196644,Repaired
5323,2023-04-10,792688,Replacement
5324,2018-11-30,386076,Replacement
5325,2020-02-07,394485,Repaired
5326,2019-02-24,826934,In Progress
5327,2021-07-31,747636,Repaired
5328,2024-12-31,529003,Paid Repaired
5329,2021-06-19,752248,Replacement
5330,2023-03-02,652747,Replacement
5331,2020-08-18,519231,Repaired
5332,2020-02-18,654720,Repaired
5333,2022-10-29,755438,Paid Repaired
5334,2020-10-25,686083,Paid Repaired
5335,2018-11-19,371891,Paid Repaired
5336,2023-11-09,850423,Paid Repaired
5337,2019-07-05,951173,In Progress
5338,2020-10-18,34835,Repaired
5339,2021-11-04,189614,Replacement
5340,2019-09-01,856567,Replacement
5341,2024-12-08,497667,Paid Repaired
5342,2019-01-22,439123,In Progress
5343,2024-01-12,790733,Replacement
5344,2023-11-15,199346,Warranty Void
5345,2022-02-21,566395,Paid Repaired
5346,2023-07-23,992996,Replacement
5347,2021-07-21,430184,Repaired
5348,2020-07-23,777030,In Progress
5349,2018-06-19,728992,Replacement
5350,2024-04-08,422750,Repaired
5351,2021-09-03,597033,Repaired
5352,2021-03-01,276594,Paid Repaired
5353,2024-10-07,788408,Repaired
5354,2020-10-19,376818,Repaired
5355,2018-08-02,867072,Warranty Void
5356,2020-06-21,173778,Repaired
5357,2020-06-26,896559,In Progress
5358,2019-07-09,682001,Replacement
5359,2020-03-19,771663,Repaired
5360,2022-09-06,947948,Repaired
5361,2018-09-17,194649,Paid Repaired
5362,2022-05-18,877593,Paid Repaired
5363,2023-10-29,280013,Repaired
5364,2020-11-22,499654,Repaired
5365,2021-03-10,726175,Paid Repaired
5366,2018-11-30,101025,Paid Repaired
5367,2020-12-08,382512,Repaired
5368,2023-05-05,893490,Repaired
5369,2024-05-28,406672,Paid Repaired
5370,2024-08-30,680228,Repaired
5371,2018-09-30,59739,Repaired
5372,2020-03-11,435946,Repaired
5373,2022-05-15,962633,Repaired
5374,2024-12-31,217906,Replacement
5375,2022-12-15,224846,Repaired
5376,2020-11-28,421077,Paid Repaired
5377,2023-04-16,597930,Replacement
5378,2021-07-03,549203,Paid Repaired
5379,2019-01-01,707928,Replacement
5380,2024-08-21,890714,Replacement
5381,2022-08-31,188550,Repaired
5382,2018-07-06,887030,Warranty Void
5383,2019-11-16,118285,Repaired
5384,2024-04-23,222199,Paid Repaired
5385,2021-04-19,238052,Paid Repaired
5386,2024-12-31,855725,Repaired
5387,2022-01-11,458901,Paid Repaired
5388,2020-07-19,203426,Repaired
5389,2024-12-31,433160,Replacement
5390,2023-01-16,190685,Replacement
5391,2021-08-16,8271,Replacement
5392,2022-08-07,736768,Paid Repaired
5393,2018-07-29,617019,Replacement
5394,2024-12-31,546181,Warranty Void
5395,2020-05-18,314544,Paid Repaired
5396,2022-06-08,505433,Warranty Void
5397,2023-08-17,212956,Paid Repaired
5398,2018-10-16,508203,Replacement
5399,2024-12-31,353587,Repaired
5400,2020-02-07,747106,Repaired
5401,2020-11-30,518456,Repaired
5402,2019-10-11,697779,Warranty Void
5403,2021-12-05,730643,Paid Repaired
5404,2021-05-24,389462,Repaired
5405,2024-11-25,731629,Repaired
5406,2020-02-11,332989,Warranty Void
5407,2021-07-18,665851,Replacement
5408,2020-02-21,640192,Warranty Void
5409,2020-10-27,394732,Paid Repaired
5410,2022-01-02,173217,Paid Repaired
5411,2023-03-17,551421,Replacement
5412,2021-04-08,856323,Paid Repaired
5413,2021-12-21,32189,Repaired
5414,2021-07-04,421870,Paid Repaired
5415,2020-03-29,502222,Repaired
5416,2023-11-04,667299,Replacement
5417,2018-11-23,100615,Repaired
5418,2019-02-18,825384,In Progress
5419,2023-09-28,72113,Repaired
5420,2023-04-14,295219,Repaired
5421,2023-11-24,979626,Repaired
5422,2023-10-18,992678,Paid Repaired
5423,2022-11-24,862389,Warranty Void
5424,2021-12-20,121826,Repaired
5425,2023-01-22,389411,Replacement
5426,2020-01-29,421395,Replacement
5427,2022-01-07,870830,Paid Repaired
5428,2023-08-12,256179,Warranty Void
5429,2021-08-13,870071,Replacement
5430,2018-09-25,287899,Warranty Void
5431,2020-01-17,756367,Repaired
5432,2020-01-21,767809,Warranty Void
5433,2020-08-19,882171,Repaired
5434,2021-06-30,908167,Paid Repaired
5435,2019-11-22,208163,Replacement
5436,2022-02-08,73481,Replacement
5437,2023-11-07,784467,Paid Repaired
5438,2023-01-06,483296,Replacement
5439,2022-10-14,148939,Repaired
5440,2021-07-20,827745,Paid Repaired
5441,2019-01-30,163018,Paid Repaired
5442,2019-04-27,786791,Replacement
5443,2018-10-18,299481,Replacement
5444,2022-07-14,845886,Paid Repaired
5445,2022-08-17,58012,Warranty Void
5446,2023-01-16,433512,Paid Repaired
5447,2021-07-29,67879,Repaired
5448,2019-07-25,904878,Paid Repaired
5449,2020-07-16,966224,Paid Repaired
5450,2024-09-10,376924,Paid Repaired
5451,2023-07-01,318084,Paid Repaired
5452,2020-07-13,203784,Replacement
5453,2024-07-28,867861,Paid Repaired
5454,2019-03-14,394037,Paid Repaired
5455,2018-09-18,430855,Repaired
5456,2022-01-12,910244,Replacement
5457,2024-09-07,102654,Repaired
5458,2020-02-21,32221,Replacement
5459,2023-01-24,237354,Repaired
5460,2022-07-05,63904,In Progress
5461,2023-12-13,766052,Repaired
5462,2024-12-31,463959,Paid Repaired
5463,2021-02-17,360688,Replacement
5464,2021-11-16,28640,Replacement
5465,2023-01-14,591390,Paid Repaired
5466,2024-09-21,369882,Warranty Void
5467,2020-05-12,159229,Paid Repaired
5468,2021-10-16,520996,Repaired
5469,2021-06-03,525754,Paid Repaired
5470,2024-12-31,836675,Replacement
5471,2021-07-02,484649,Replacement
5472,2021-03-14,296212,Replacement
5473,2021-12-07,726542,Paid Repaired
5474,2024-12-14,115560,Paid Repaired
5475,2021-08-31,407679,Replacement
5476,2022-08-11,672334,Replacement
5477,2021-12-01,729208,Repaired
5478,2024-07-17,954246,Warranty Void
5479,2018-07-26,287688,Replacement
5480,2018-05-01,420991,Paid Repaired
5481,2022-02-10,702223,Paid Repaired
5482,2019-04-11,170040,Paid Repaired
5483,2023-02-19,810473,Repaired
5484,2020-02-17,988900,Paid Repaired
5485,2021-12-12,519475,Paid Repaired
5486,2024-12-31,679930,Replacement
5487,2019-03-16,183679,Replacement
5488,2019-11-13,437866,Repaired
5489,2021-10-18,315672,Replacement
5490,2024-12-31,890002,Warranty Void
5491,2022-04-04,762942,In Progress
5492,2019-10-01,386306,Paid Repaired
5493,2021-02-15,612248,Paid Repaired
5494,2021-04-10,11218,Replacement
5495,2019-03-23,991960,Repaired
5496,2022-04-06,612422,Replacement
5497,2019-12-22,484993,Repaired
5498,2021-01-08,323802,Replacement
5499,2020-09-02,87209,In Progress
5500,2021-02-04,65481,Repaired
5501,2018-06-25,837432,Repaired
5502,2023-12-12,169435,Repaired
5503,2024-03-06,77683,Warranty Void
5504,2022-12-23,891764,Repaired
5505,2024-07-09,715498,Replacement
5506,2022-08-30,930717,Paid Repaired
5507,2022-08-17,556756,Paid Repaired
5508,2022-05-10,48477,Paid Repaired
5509,2020-12-14,799442,Paid Repaired
5510,2021-01-18,910183,Paid Repaired
5511,2020-12-02,948783,Paid Repaired
5512,2021-07-06,216736,Replacement
5513,2024-03-06,708938,In Progress
5514,2023-08-19,771371,Replacement
5515,2023-06-29,266501,Paid Repaired
5516,2024-12-23,885530,Paid Repaired
5517,2024-12-31,48554,Paid Repaired
5518,2023-10-20,356046,Replacement
5519,2024-12-31,78806,Paid Repaired
5520,2024-12-31,97305,Paid Repaired
5521,2018-04-20,668524,Paid Repaired
5522,2024-06-17,343971,Repaired
5523,2023-09-11,107945,Paid Repaired
5524,2022-08-21,519546,Replacement
5525,2023-07-06,319097,Repaired
5526,2024-01-30,392631,Paid Repaired
5527,2020-04-06,989817,Repaired
5528,2021-01-27,719731,Paid Repaired
5529,2023-04-02,862375,Replacement
5530,2022-06-16,639785,Paid Repaired
5531,2023-08-11,321852,Repaired
5532,2024-12-31,579311,Repaired
5533,2024-03-12,505267,Repaired
5534,2021-01-21,850782,Warranty Void
5535,2022-09-01,179630,Repaired
5536,2024-07-19,560533,Repaired
5537,2022-08-20,394179,Repaired
5538,2021-02-20,127786,Repaired
5539,2023-07-08,193554,Paid Repaired
5540,2019-02-20,539671,Replacement
5541,2023-05-09,579392,Repaired
5542,2024-12-31,642116,Repaired
5543,2021-02-14,859478,Paid Repaired
5544,2021-10-21,203003,Repaired
5545,2023-09-07,599488,Repaired
5546,2021-09-17,89523,Replacement
5547,2018-10-12,611780,Paid Repaired
5548,2024-02-23,86448,Replacement
5549,2024-12-31,285327,Paid Repaired
5550,2019-09-05,671711,Warranty Void
5551,2019-02-17,576747,Paid Repaired
5552,2021-03-30,115910,Replacement
5553,2021-11-29,543774,Paid Repaired
5554,2020-07-25,925774,Paid Repaired
5555,2022-11-22,16784,Repaired
5556,2024-09-23,708961,Warranty Void
5557,2020-05-08,570616,Paid Repaired
5558,2022-12-08,131840,Repaired
5559,2019-03-19,342482,Replacement
5560,2019-10-02,683047,Repaired
5561,2018-08-14,792432,Warranty Void
5562,2024-12-31,25215,Repaired
5563,2019-02-11,2231,Paid Repaired
5564,2022-01-19,859867,Paid Repaired
5565,2022-05-08,975863,Paid Repaired
5566,2023-10-28,247173,Repaired
5567,2020-07-31,926388,Warranty Void
5568,2021-06-07,466634,Replacement
5569,2020-05-10,450936,Warranty Void
5570,2021-08-22,558298,Repaired
5571,2018-09-15,165843,Repaired
5572,2018-11-19,198736,Warranty Void
5573,2021-07-28,150768,Warranty Void
5574,2024-12-31,390729,Paid Repaired
5575,2024-12-31,787596,Paid Repaired
5576,2019-11-22,23757,Replacement
5577,2022-07-09,406580,Repaired
5578,2019-06-23,491612,Paid Repaired
5579,2024-12-31,495151,Paid Repaired
5580,2020-12-04,89280,Paid Repaired
5581,2019-04-20,469609,Repaired
5582,2024-02-01,535616,Repaired
5583,2021-04-08,433684,Warranty Void
5584,2018-12-25,137888,Repaired
5585,2022-08-20,516626,Paid Repaired
5586,2020-10-02,193479,Paid Repaired
5587,2022-02-23,398663,Repaired
5588,2019-06-05,917297,Repaired
5589,2022-10-05,646441,Repaired
5590,2020-04-14,791874,Repaired
5591,2023-10-18,108120,Paid Repaired
5592,2024-03-13,927631,Replacement
5593,2023-05-12,868836,Paid Repaired
5594,2024-12-17,874618,Replacement
5595,2021-09-17,264228,Replacement
5596,2019-09-15,165587,Paid Repaired
5597,2024-12-31,741727,Paid Repaired
5598,2024-12-31,953058,Repaired
5599,2023-05-27,706779,Paid Repaired
5600,2024-12-31,324767,Warranty Void
5601,2018-11-30,184519,Repaired
5602,2022-12-31,627754,Replacement
5603,2019-11-28,524305,Replacement
5604,2020-05-15,206593,Paid Repaired
5605,2018-07-20,910119,In Progress
5606,2024-12-31,725611,Paid Repaired
5607,2018-02-10,445963,Paid Repaired
5608,2021-12-15,343222,Paid Repaired
5609,2019-11-20,461321,Replacement
5610,2020-11-13,338675,Warranty Void
5611,2021-01-29,796215,Paid Repaired
5612,2022-03-19,225862,Replacement
5613,2020-10-14,684799,Paid Repaired
5614,2018-07-26,85907,Paid Repaired
5615,2023-07-18,199507,Replacement
5616,2021-06-15,194847,Paid Repaired
5617,2022-08-30,685853,Paid Repaired
5618,2019-03-07,156127,Replacement
5619,2021-04-18,530712,Paid Repaired
5620,2024-12-31,247993,Warranty Void
5621,2019-01-17,170482,Repaired
5622,2023-10-17,299931,Replacement
5623,2020-05-16,477928,Repaired
5624,2024-12-31,235007,Repaired
5625,2023-05-26,541010,Repaired
5626,2022-04-06,105082,Repaired
5627,2019-10-24,903482,Replacement
5628,2021-02-07,945803,Replacement
5629,2024-12-31,167593,Paid Repaired
5630,2020-02-23,688453,Replacement
5631,2019-02-10,445737,In Progress
5632,2024-02-06,163042,Repaired
5633,2022-01-26,470021,Repaired
5634,2019-08-05,421499,In Progress
5635,2019-04-26,450611,Repaired
5636,2022-03-07,150488,Warranty Void
5637,2024-12-31,57003,Repaired
5638,2023-01-18,382535,Replacement
5639,2020-03-14,273543,Replacement
5640,2024-06-09,772705,Warranty Void
5641,2022-05-02,1160,Replacement
5642,2020-02-29,712412,Repaired
5643,2024-11-11,411758,Paid Repaired
5644,2021-12-15,968909,Paid Repaired
5645,2020-01-30,723938,Replacement
5646,2023-09-16,460806,Replacement
5647,2022-01-31,33734,Paid Repaired
5648,2019-11-02,913508,Warranty Void
5649,2019-10-26,611632,Warranty Void
5650,2024-09-17,62884,Replacement
5651,2019-09-09,140011,Repaired
5652,2022-11-23,909865,Repaired
5653,2021-05-12,492331,Warranty Void
5654,2024-12-31,215982,Repaired
5655,2023-06-15,757742,Paid Repaired
5656,2024-12-31,779585,Warranty Void
5657,2024-06-09,522639,Paid Repaired
5658,2023-06-13,208211,Repaired
5659,2020-03-23,810908,Paid Repaired
5660,2019-11-07,433028,Warranty Void
5661,2022-10-11,980350,Repaired
5662,2019-03-18,237802,Warranty Void
5663,2024-06-29,603452,Paid Repaired
5664,2024-12-31,792751,Repaired
5665,2022-12-05,658755,Replacement
5666,2021-09-22,971095,Replacement
5667,2024-05-10,433733,Replacement
5668,2024-05-06,952499,Repaired
5669,2024-12-31,981480,Replacement
5670,2023-06-19,692518,Repaired
5671,2024-04-08,731312,Warranty Void
5672,2023-12-13,319847,Paid Repaired
5673,2023-05-22,828728,Replacement
5674,2023-11-29,451088,Paid Repaired
5675,2023-06-17,821453,Replacement
5676,2023-08-12,155107,Paid Repaired
5677,2024-08-05,718553,Warranty Void
5678,2018-08-17,265438,Paid Repaired
5679,2022-12-01,54290,Repaired
5680,2020-12-28,185845,Paid Repaired
5681,2019-01-10,762740,Paid Repaired
5682,2023-03-26,993728,Paid Repaired
5683,2021-01-17,767926,Paid Repaired
5684,2022-05-31,53077,Repaired
5685,2020-09-06,828138,Replacement
5686,2019-11-25,739117,Replacement
5687,2021-09-12,17095,Repaired
5688,2023-05-16,568448,Repaired
5689,2022-02-09,113998,Paid Repaired
5690,2019-08-17,557420,Repaired
5691,2021-09-19,48011,Warranty Void
5692,2021-12-17,85995,Repaired
5693,2020-03-31,536835,Replacement
5694,2023-08-05,213297,In Progress
5695,2022-09-26,171700,Replacement
5696,2024-12-31,835753,Repaired
5697,2019-04-16,723134,Warranty Void
5698,2019-05-13,504045,Warranty Void
5699,2024-11-13,820375,In Progress
5700,2023-02-08,443662,Repaired
5701,2024-10-28,296011,Repaired
5702,2019-03-30,962055,Paid Repaired
5703,2024-09-09,871577,Paid Repaired
5704,2024-01-19,837699,Repaired
5705,2021-01-06,392598,Warranty Void
5706,2024-08-19,68289,Replacement
5707,2024-04-02,261484,Replacement
5708,2021-11-05,590119,Repaired
5709,2020-01-01,966028,Paid Repaired
5710,2024-12-31,777033,Repaired
5711,2020-03-30,474824,Paid Repaired
5712,2021-01-25,584405,Replacement
5713,2023-06-12,689041,Warranty Void
5714,2024-02-22,21704,Replacement
5715,2024-09-20,876289,Replacement
5716,2020-05-09,263511,Repaired
5717,2022-05-08,853018,Repaired
5718,2019-08-09,313960,Repaired
5719,2024-12-19,887114,Paid Repaired
5720,2021-02-08,604851,Repaired
5721,2024-12-31,424264,Repaired
5722,2022-05-17,892576,Paid Repaired
5723,2022-12-31,995193,Repaired
5724,2021-08-25,747194,Repaired
5725,2022-04-28,817738,In Progress
5726,2023-12-04,729827,Replacement
5727,2024-02-15,63251,Replacement
5728,2018-10-06,91008,Replacement
5729,2021-05-30,12252,Paid Repaired
5730,2018-12-02,937537,Warranty Void
5731,2018-12-13,454017,Repaired
5732,2024-12-31,78912,Replacement
5733,2019-10-14,156469,Repaired
5734,2019-08-23,497063,In Progress
5735,2022-10-10,897574,Warranty Void
5736,2024-07-16,238510,Warranty Void
5737,2018-07-16,330956,Replacement
5738,2023-04-11,225200,Repaired
5739,2021-03-02,487894,Paid Repaired
5740,2023-07-28,824976,Paid Repaired
5741,2021-07-03,681514,Replacement
5742,2018-08-13,134032,Paid Repaired
5743,2022-11-20,968634,Replacement
5744,2022-03-20,554038,Repaired
5745,2023-01-24,348686,Repaired
5746,2020-08-06,790699,Repaired
5747,2023-12-18,580877,Paid Repaired
5748,2024-12-01,392107,Warranty Void
5749,2019-03-29,504358,Paid Repaired
5750,2023-08-31,392301,Repaired
5751,2022-03-16,323973,Paid Repaired
5752,2024-12-31,907821,Replacement
5753,2024-11-05,639233,Paid Repaired
5754,2024-09-19,409711,Repaired
5755,2021-02-28,12702,In Progress
5756,2022-02-15,634943,Repaired
5757,2024-11-05,235023,Warranty Void
5758,2024-01-02,42739,Paid Repaired
5759,2019-01-13,434666,Paid Repaired
5760,2018-09-14,757588,Repaired
5761,2020-05-24,23256,Warranty Void
5762,2024-12-31,162863,Warranty Void
5763,2021-10-12,93806,Repaired
5764,2018-09-21,698317,Repaired
5765,2022-12-16,433002,Repaired
5766,2019-01-19,365176,Warranty Void
5767,2019-03-08,71058,Paid Repaired
5768,2022-03-21,799776,Paid Repaired
5769,2021-12-17,792865,Warranty Void
5770,2020-11-13,127027,Repaired
5771,2023-09-08,840335,Replacement
5772,2024-08-30,979669,Warranty Void
5773,2021-06-10,44196,Replacement
5774,2023-06-23,84523,Replacement
5775,2019-09-27,826226,Paid Repaired
5776,2024-02-20,82991,Replacement
5777,2024-12-31,154904,Paid Repaired
5778,2018-12-24,473695,Replacement
5779,2021-10-06,507653,Replacement
5780,2021-07-18,205827,Paid Repaired
5781,2019-09-26,357835,Repaired
5782,2022-03-18,687530,Repaired
5783,2021-03-29,747027,Repaired
5784,2022-09-13,570750,Warranty Void
5785,2024-12-31,1913,Paid Repaired
5786,2024-12-08,658083,In Progress
5787,2022-06-28,610634,Replacement
5788,2022-07-24,8150,Paid Repaired
5789,2020-06-26,511638,Warranty Void
5790,2021-01-15,268814,Replacement
5791,2023-11-14,452617,Warranty Void
5792,2020-12-16,296107,Paid Repaired
5793,2020-09-14,641965,Replacement
5794,2021-04-11,204064,Paid Repaired
5795,2022-10-23,689228,Replacement
5796,2020-09-22,256451,Paid Repaired
5797,2023-05-14,864355,Repaired
5798,2024-12-31,235804,Paid Repaired
5799,2019-02-26,192114,Warranty Void
5800,2024-12-31,937527,Repaired
5801,2023-12-29,788377,Warranty Void
5802,2024-10-07,967941,Paid Repaired
5803,2018-12-03,4665,Replacement
5804,2020-07-02,571634,Paid Repaired
5805,2022-08-02,262935,Paid Repaired
5806,2024-12-31,364242,In Progress
5807,2021-02-16,553672,Paid Repaired
5808,2024-12-31,842161,Paid Repaired
5809,2022-11-24,411005,Paid Repaired
5810,2022-02-02,249173,Warranty Void
5811,2018-11-12,184926,Repaired
5812,2024-12-31,735096,Paid Repaired
5813,2022-08-16,832998,Warranty Void
5814,2022-08-20,955316,Warranty Void
5815,2018-09-05,265346,Replacement
5816,2023-01-13,418564,Warranty Void
5817,2021-11-07,797440,Warranty Void
5818,2020-12-31,673236,Replacement
5819,2022-03-18,567276,Paid Repaired
5820,2024-09-06,168182,Repaired
5821,2021-11-15,689555,Repaired
5822,2023-01-12,977531,Replacement
5823,2022-08-18,287780,Replacement
5824,2021-10-19,21161,Replacement
5825,2022-09-10,696392,Repaired
5826,2022-09-25,212117,Paid Repaired
5827,2024-10-17,221762,Paid Repaired
5828,2021-06-21,997682,Paid Repaired
5829,2018-12-19,598206,Replacement
5830,2019-11-23,246338,Repaired
5831,2023-06-02,894055,Warranty Void
5832,2020-09-11,492475,Repaired
5833,2023-02-08,490679,Replacement
5834,2023-10-13,956606,Repaired
5835,2023-04-20,954176,Paid Repaired
5836,2020-04-11,831907,Paid Repaired
5837,2024-10-09,98855,In Progress
5838,2023-03-16,872747,Repaired
5839,2019-08-24,869572,Replacement
5840,2022-03-21,744439,Paid Repaired
5841,2020-04-27,544526,Warranty Void
5842,2019-04-21,162180,Repaired
5843,2020-06-28,347432,Repaired
5844,2023-03-14,751888,Paid Repaired
5845,2023-01-14,716492,Paid Repaired
5846,2024-08-19,983438,Repaired
5847,2022-03-04,999842,Warranty Void
5848,2024-04-04,696831,Warranty Void
5849,2021-04-17,863600,Warranty Void
5850,2019-01-20,359781,Replacement
5851,2021-06-20,56741,Paid Repaired
5852,2024-02-24,969784,Repaired
5853,2023-04-08,318344,Paid Repaired
5854,2024-12-12,886159,Repaired
5855,2022-09-13,692742,In Progress
5856,2019-02-26,273183,Repaired
5857,2024-03-26,653376,Paid Repaired
5858,2024-03-25,199666,Paid Repaired
5859,2023-02-24,14378,Repaired
5860,2019-04-08,939232,Warranty Void
5861,2020-12-13,983787,Warranty Void
5862,2019-02-10,776064,Paid Repaired
5863,2024-05-01,622843,Repaired
5864,2020-06-14,25123,Repaired
5865,2023-11-19,109577,Repaired
5866,2021-05-24,172821,Warranty Void
5867,2020-08-27,226184,Paid Repaired
5868,2018-04-06,226068,Paid Repaired
5869,2024-12-31,465592,Warranty Void
5870,2024-12-22,938024,Repaired
5871,2021-09-30,912828,Paid Repaired
5872,2022-11-13,656721,Repaired
5873,2021-04-20,174317,Warranty Void
5874,2018-10-19,784557,Replacement
5875,2021-07-02,616888,Repaired
5876,2020-03-14,113053,Warranty Void
5877,2021-03-08,800090,Paid Repaired
5878,2024-11-25,677552,Repaired
5879,2018-09-30,125707,Repaired
5880,2022-01-05,589397,Paid Repaired
5881,2021-09-29,524289,Paid Repaired
5882,2024-08-05,576822,Repaired
5883,2022-06-02,865755,Repaired
5884,2021-03-10,51776,Paid Repaired
5885,2024-03-29,180552,Warranty Void
5886,2021-06-30,603673,Replacement
5887,2023-04-01,691917,Paid Repaired
5888,2019-04-09,891214,Warranty Void
5889,2019-04-25,914299,Repaired
5890,2023-07-02,726745,Repaired
5891,2023-06-01,302576,Paid Repaired
5892,2023-10-21,917563,Replacement
5893,2024-12-31,269801,Paid Repaired
5894,2019-05-19,312180,Paid Repaired
5895,2024-12-31,543105,Warranty Void
5896,2020-06-07,297124,Replacement
5897,2024-01-14,454424,In Progress
5898,2022-08-15,911474,Replacement
5899,2023-10-28,643008,Repaired
